"Time (UTCG)","Power (W)","Solar Intensity"
25 Jun 2020 11:37:15.000,4.801,1.000000
25 Jun 2020 11:37:20.000,4.794,1.000000
25 Jun 2020 11:37:25.000,4.787,1.000000
25 Jun 2020 11:37:30.000,4.789,1.000000
25 Jun 2020 11:37:35.000,4.789,1.000000
25 Jun 2020 11:37:40.000,4.773,1.000000
25 Jun 2020 11:37:45.000,4.783,1.000000
25 Jun 2020 11:37:50.000,4.781,1.000000
25 Jun 2020 11:37:55.000,4.774,1.000000
25 Jun 2020 11:38:00.000,4.769,1.000000
25 Jun 2020 11:38:05.000,4.770,1.000000
25 Jun 2020 11:38:10.000,4.759,1.000000
25 Jun 2020 11:38:15.000,4.751,1.000000
25 Jun 2020 11:38:20.000,4.745,1.000000
25 Jun 2020 11:38:25.000,4.733,1.000000
25 Jun 2020 11:38:30.000,4.719,1.000000
25 Jun 2020 11:38:35.000,4.742,1.000000
25 Jun 2020 11:38:40.000,4.735,1.000000
25 Jun 2020 11:38:45.000,4.725,1.000000
25 Jun 2020 11:38:50.000,4.743,1.000000
25 Jun 2020 11:38:55.000,4.722,1.000000
25 Jun 2020 11:39:00.000,4.715,1.000000
25 Jun 2020 11:39:05.000,4.698,1.000000
25 Jun 2020 11:39:10.000,4.717,1.000000
25 Jun 2020 11:39:15.000,4.693,1.000000
25 Jun 2020 11:39:20.000,4.685,1.000000
25 Jun 2020 11:39:25.000,4.682,1.000000
25 Jun 2020 11:39:30.000,4.671,1.000000
25 Jun 2020 11:39:35.000,4.658,1.000000
25 Jun 2020 11:39:40.000,4.654,1.000000
25 Jun 2020 11:39:45.000,4.638,1.000000
25 Jun 2020 11:39:50.000,4.637,1.000000
25 Jun 2020 11:39:55.000,4.632,1.000000
25 Jun 2020 11:40:00.000,4.620,1.000000
25 Jun 2020 11:40:05.000,4.607,1.000000
25 Jun 2020 11:40:10.000,4.585,1.000000
25 Jun 2020 11:40:15.000,4.580,1.000000
25 Jun 2020 11:40:20.000,4.569,1.000000
25 Jun 2020 11:40:25.000,4.555,1.000000
25 Jun 2020 11:40:30.000,4.539,1.000000
25 Jun 2020 11:40:35.000,4.534,1.000000
25 Jun 2020 11:40:40.000,4.514,1.000000
25 Jun 2020 11:40:45.000,4.488,1.000000
25 Jun 2020 11:40:50.000,4.488,1.000000
25 Jun 2020 11:40:55.000,4.472,1.000000
25 Jun 2020 11:41:00.000,4.454,1.000000
25 Jun 2020 11:41:05.000,4.443,1.000000
25 Jun 2020 11:41:10.000,4.428,1.000000
25 Jun 2020 11:41:15.000,4.413,1.000000
25 Jun 2020 11:41:20.000,4.392,1.000000
25 Jun 2020 11:41:25.000,4.376,1.000000
25 Jun 2020 11:41:30.000,4.358,1.000000
25 Jun 2020 11:41:35.000,4.352,1.000000
25 Jun 2020 11:41:40.000,4.341,1.000000
25 Jun 2020 11:41:45.000,4.334,1.000000
25 Jun 2020 11:41:50.000,4.311,1.000000
25 Jun 2020 11:41:55.000,4.301,1.000000
25 Jun 2020 11:42:00.000,4.287,1.000000
25 Jun 2020 11:42:05.000,4.286,1.000000
25 Jun 2020 11:42:10.000,4.270,1.000000
25 Jun 2020 11:42:15.000,4.260,1.000000
25 Jun 2020 11:42:20.000,4.256,1.000000
25 Jun 2020 11:42:25.000,4.248,1.000000
25 Jun 2020 11:42:30.000,4.238,1.000000
25 Jun 2020 11:42:35.000,4.224,1.000000
25 Jun 2020 11:42:40.000,4.205,1.000000
25 Jun 2020 11:42:45.000,4.196,1.000000
25 Jun 2020 11:42:50.000,4.208,1.000000
25 Jun 2020 11:42:55.000,4.206,1.000000
25 Jun 2020 11:43:00.000,4.202,1.000000
25 Jun 2020 11:43:05.000,4.191,1.000000
25 Jun 2020 11:43:10.000,4.188,1.000000
25 Jun 2020 11:43:15.000,4.176,1.000000
25 Jun 2020 11:43:20.000,4.168,1.000000
25 Jun 2020 11:43:25.000,4.160,1.000000
25 Jun 2020 11:43:30.000,4.162,1.000000
25 Jun 2020 11:43:35.000,4.149,1.000000
25 Jun 2020 11:43:40.000,4.148,1.000000
25 Jun 2020 11:43:45.000,4.148,1.000000
25 Jun 2020 11:43:50.000,4.146,1.000000
25 Jun 2020 11:43:55.000,4.130,1.000000
25 Jun 2020 11:44:00.000,4.113,1.000000
25 Jun 2020 11:44:05.000,4.113,1.000000
25 Jun 2020 11:44:10.000,4.088,1.000000
25 Jun 2020 11:44:15.000,4.100,1.000000
25 Jun 2020 11:44:20.000,4.107,1.000000
25 Jun 2020 11:44:25.000,4.056,1.000000
